id,plate,car_label,vehicle_id,event_status,out_date,expected_return_date,follow_date,actual_in_date,driver,liable_party,charge_to,garage,maintenance_type,service_main,service_sup,damage_location,severity,responsible,spare_part,invoice_no,cost,maintenance_notes,cost_notes
59832,"H 64188","CHEVROLET IMPALA - Silver - 2019 - H 64188",1777,OUT,2023-10-05,2023-10-05,2023-10-05,,ABDULLAH,,,"TIRE AND MORE",,,,,,,,,,"TPMS light and front bumper needs fixing",
59833,"H 64188","CHEVROLET IMPALA - Silver - 2019 - H 64188",1777,IN,2023-10-05,2023-10-05,2023-10-05,,ABDULLAH,,,"TIRE AND MORE",,,,,,,,,,"tires refilled",
59834,"H 64188","CHEVROLET IMPALA - Silver - 2019 - H 64188",1777,Change,2023-10-05,2023-10-05,2023-10-05,,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"bumper needs fixing",
59835,"H 64188","CHEVROLET IMPALA - Silver - 2019 - H 64188",1777,IN,2023-10-05,2023-10-05,2023-10-05,2023-10-05,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"front bumper fixed",
59836,"Z 96890","FORD ESCAPE - Grey - 2021 - Z 96890",1816,OUT,2023-10-05,2023-10-06,2023-10-05,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"ac not working when the car is not moving / oil changing",
59837,"K 20797","FORD MUSTANG - Red Black - 2021 - K 20797",1812,IN,2023-10-01,2023-10-05,2023-10-05,,,,,"POWER POINT",,,,,,,,,,"still working with ABS wire , and mirror needs replacment for blindspot// the mirror will be sent to hotline to replace it with a mirror with blind spot cause they bought it and the car is ready from power point/// there was a wire disconnecting ( from mirror till rear bumper ) //// mirror installed , changing seatbelt into red tmw will go to hotline for mirror painting /// car ready from power point",
59838,"K 20797","FORD MUSTANG - Red Black - 2021 - K 20797",1812,Change,2023-10-01,2023-10-06,2023-10-05,,,,,"HOT LINE",,,,,,,,,,"Mirror painting and shock absorber strut needs changing",
59839,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,IN,2023-10-04,2023-10-05,2023-10-05,,PETER,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changing",
59840,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,Change,2023-10-04,2023-10-06,2023-10-05,,PETER,,,"FUTURE TYRES",,,,,,,,,,"rear busher arms need replacment",
59841,"K 20783","MERCEDES GLE 350 - White - 2022 - K 20783",1837,"Follow up",2023-10-01,2023-10-06,2023-10-05,,,,,"HOT LINE",,,,,,,,,,,
59842,"K 20773","NISSAN PATROL - Brown - 2019 - K 20773",1835,IN,2023-10-01,2023-10-05,2023-10-05,,,,,"AL IKHLAS",,,,,,,,,,"couldn't fix it",
59843,"K 20773","NISSAN PATROL - Brown - 2019 - K 20773",1835,Change,2023-10-01,2023-10-06,2023-10-05,,,,,"POWER POINT",,,,,,,,,,"ABS fixing",
59844,"G 51363","NISSAN PATROL BLACK HAWK - Black - 2019 - G 51363",1762,IN,,2023-10-05,2023-10-05,,UZAIR,,,"POWER POINT",,,,,,,,,,"4x4 fault code erased",
59845,"R 90428","NISSAN PATROL BLACK HAWK - Black - 2019 - R 90428",1799,IN,,2023-10-05,2023-10-05,,ABDULLAH,,,"HOT LINE",,,,,,,,,,"rear right door paint delayed  battery changed",
59846,"R 90428","NISSAN PATROL BLACK HAWK - Black - 2019 - R 90428",1799,Change,,2023-10-05,2023-10-05,,ABDULLAH,,,"AL BITIHI",,,,,,,,,,"sound from rear side : fixing the exhaust position",
59847,"R 90428","NISSAN PATROL BLACK HAWK - Black - 2019 - R 90428",1799,IN,,2023-10-05,2023-10-05,,ABDULLAH,,,"AL BITIHI",,,,,,,,,,"exhaust position fixed",
59848,"T 47925","DODGE CHALLENGER - Grey Red - 2019 - T 47925",1738,OUT,2023-10-06,2023-10-07,2023-10-06,,UZAIR,,,"7 CYLINDER",,,,,,,,,,"rim scratches",
59849,"X 81837","DODGE CHARGER - Black Yellow - 2021 - X 81837",1758,OUT,2023-10-06,2023-10-07,2023-10-06,,ABDULLAH,,,"ALQWH AL ZAADH",,,,,,,,,,"engine and gearbox need to check ,driver door need to check , needs oil changing",
59850,"Z 96890","FORD ESCAPE - Grey - 2021 - Z 96890",1816,IN,2023-10-05,2023-10-06,2023-10-06,2023-10-06,ABDULLAH,,,"POWER POINT",,,,,,,,,,"AC gas filled , oil and filter replaced",
59851,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,IN,2023-10-04,2023-10-06,2023-10-06,2023-10-06,PETER,,,"FUTURE TYRES",,,,,,,,,,"rear busher arms fixed ,wheel aligned and 4 drums skimmed",
59852,"G 52886","MERCEDES C300 - Black - 2020 - G 52886",1755,OUT,2023-10-06,2023-10-06,2023-10-06,,"Abo Adam",,,"POWER POINT",,,,,,,,,,"Ac needs to check",
59853,"G 52886","MERCEDES C300 - Black - 2020 - G 52886",1755,IN,2023-10-06,2023-10-06,2023-10-06,2023-10-06,"Abo Adam",,,"POWER POINT",,,,,,,,,,"power point couldn't fix it",
59854,"I 19131","MERCEDES C63S AMG - Black - 2018 - I 19131",1715,IN,2023-10-02,2023-10-06,2023-10-06,,ABDULLAH,,,classico,,,,,,,,,,"steering wheel upholstered",
59855,"I 19131","MERCEDES C63S AMG - Black - 2018 - I 19131",1715,Change,2023-10-02,2023-10-06,2023-10-06,,ABDULLAH,,,classico,,,,,,,,,,"vibration @100km/h",
59856,"I 19131","MERCEDES C63S AMG - Black - 2018 - I 19131",1715,IN,2023-10-02,2023-10-06,2023-10-06,2023-10-06,ABDULLAH,,,"FUTURE TYRES",,,,,,,,,,"wheels balanced",
59857,"F 68475","NISSAN PATROL BLACK HAWK - Silver - 2018 - F 68475",1703,OUT,2023-10-06,2023-10-07,2023-10-06,,PETER,,,"FUTURE TYRES",,,,,,,,,,"Stolen car needs to check",
59858,"T 47925","DODGE CHALLENGER - Grey Red - 2019 - T 47925",1738,IN,2023-10-06,2023-10-07,2023-10-07,2023-10-07,UZAIR,,,"7 CYLINDER",,,,,,,,,,"rims polished",
59859,"Z 96890","FORD ESCAPE - Grey - 2021 - Z 96890",1816,OUT,2023-10-07,2023-10-07,2023-10-07,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"AC compressor needs replacement",
59860,"Z 96884","INFINITI QX56 - Blue Orange - 2020 - Z 96884",1817,OUT,2023-10-07,2023-10-07,2023-10-07,,PETER,,,"POWER POINT",,,,,,,,,,"Airbag light and seatbelt light",
59861,"Z 96884","INFINITI QX56 - Blue Orange - 2020 - Z 96884",1817,IN,2023-10-07,2023-10-07,2023-10-07,2023-10-07,PETER,,,"POWER POINT",,,,,,,,,,"airbag light fixed",
59862,"T 53963","INFINITI QX80 BLACK HAWK - Black - 2019 - T 53963",1775,OUT,2023-10-07,2023-10-07,2023-10-07,,UZAIR,,,"POWER POINT",,,,,,,,,,"fuel level sensor and ac not working when tha car is not moving",
59863,"T 53963","INFINITI QX80 BLACK HAWK - Black - 2019 - T 53963",1775,IN,2023-10-07,2023-10-07,2023-10-07,2023-10-07,UZAIR,,,"POWER POINT",,,,,,,,,,"fuel pump replaced",
59864,"V 23733","INFINITI QX80 BLACK HAWK - White - 2019 - V 23733",1773,OUT,2023-10-07,2023-10-09,2023-10-07,,PETER,,,"POWER POINT",,,,,,,,,,"ac not working when the car is not moving",
59865,"G 52886","MERCEDES C300 - Black - 2020 - G 52886",1755,OUT,2023-10-07,2023-10-08,2023-10-07,,TAYEEF,,,"AL LAITH AL ABIAD",,,,,,,,,,"AC compressor needs to check",
59866,"X 81843","MERCEDES C43 AMG - Black - 2018 - X 81843",1749,OUT,2023-10-07,2023-10-07,2023-10-07,,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"front right rim scratch and TPMS/ rear left rim",
59867,"X 81843","MERCEDES C43 AMG - Black - 2018 - X 81843",1749,IN,2023-10-07,2023-10-07,2023-10-07,2023-10-07,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"rims painted",
59868,"K 20773","NISSAN PATROL - Brown - 2019 - K 20773",1835,"Follow up",2023-10-01,2023-10-08,2023-10-07,,,,,"POWER POINT",,,,,,,,,,"ABS and starter replaced",
59869,"X 81837","DODGE CHARGER - Black Yellow - 2021 - X 81837",1758,IN,2023-10-06,2023-10-08,2023-10-08,2023-10-08,Waqar,,,"ALQWH AL ZAADH",,,,,,,,,,"gearbox problem delayed [still working] will replaced next time oil and filter changed",
59870,"U 76722","FORD MUSTANG Conv - White Black Red - 2019 - U 76722",1737,OUT,2023-10-08,2023-10-08,2023-10-08,,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"rims damaged",
59871,"U 76722","FORD MUSTANG Conv - White Black Red - 2019 - U 76722",1737,IN,2023-10-08,2023-10-08,2023-10-08,2023-10-08,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"rims painted and rear spiller fixed",
59872,"G 52886","MERCEDES C300 - Black - 2020 - G 52886",1755,IN,2023-10-07,2023-10-08,2023-10-08,,TAYEEF,,,"AL LAITH AL ABIAD",,,,,,,,,,"AC system cleaned and condenser , compressor , Ac valve , Axle gasket ,changed",
59873,"G 52886","MERCEDES C300 - Black - 2020 - G 52886",1755,Change,2023-10-07,2023-10-09,2023-10-08,,TAYEEF,,,"ALQWH AL ZAADH",,,,,,,,,,"engine check and coolant liquid replacing",
59874,"C 64845","MERCEDES C300 - Silver - 2020 - C 64845",1836,OUT,2023-10-08,2023-10-08,2023-10-08,,ABDULLAH,,,"ALQWH AL ZAADH",,,,,,,,,,"trunk and right window buttons",
59875,"C 64845","MERCEDES C300 - Silver - 2020 - C 64845",1836,IN,2023-10-08,2023-10-08,2023-10-08,2023-10-08,ABDULLAH,,,"ALQWH AL ZAADH",,,,,,,,,,"trunk and right window buttons fixed",
59876,"Q 70589","MINI COOPER - Green - 2018 - Q 70589",1733,OUT,2023-10-08,2023-10-08,2023-10-08,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"Sound is coming while driving, it's from up the hood",
59877,"Q 70589","MINI COOPER - Green - 2018 - Q 70589",1733,IN,2023-10-08,2023-10-08,2023-10-08,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"sound from shock absorber",
59878,"Q 70589","MINI COOPER - Green - 2018 - Q 70589",1733,Change,2023-10-08,2023-10-08,2023-10-08,,ABDULLAH,,,"FUTURE TYRES",,,,,,,,,,"to change shock absorber",
59879,"Q 70589","MINI COOPER - Green - 2018 - Q 70589",1733,IN,2023-10-08,2023-10-08,2023-10-08,,ABDULLAH,,,"FUTURE TYRES",,,,,,,,,,"rear right shock absorber and rear tires replaced and wheels alingned",
59880,"Q 70589","MINI COOPER - Green - 2018 - Q 70589",1733,Change,2023-10-08,2023-10-09,2023-10-08,,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"rims , fender cover and mirror painting",
59881,"R 98793","AUDI Q3 - Bright White - 2021 - R 98793",1791,Delay,2023-09-19,2023-10-11,2023-10-09,2023-09-30,,,,"HOT LINE",,,,,,,,,,"fornt left and rear left full doors received and today they'll start reparing the car/// doors installed , and the other parts will recieved at night // the light didn't receive yet",
59882,"T 89529","CHEVROLET CAMARO - Red Black - 2020 - T 89529",1743,Delay,2023-10-04,2023-10-10,2023-10-09,,ABDULLAH,,,"HOT LINE",,,,,,,,,,"front bumper and grill needs to fix and front left door need to check , engine undercover , and fenders cover , and oil changing",
59883,"F 21099","CHEVROLET CAMARO - Yellow Black - 2019 - F 21099",,OUT,2023-10-09,2023-10-09,2023-10-09,,FARHAN,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changing",
59884,"F 21099","CHEVROLET CAMARO - Yellow Black - 2019 - F 21099",,IN,2023-10-09,2023-10-09,2023-10-09,2023-10-09,FARHAN,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changed",
59885,"K 20797","FORD MUSTANG - Red Black - 2021 - K 20797",1812,Delay,2023-10-01,2023-10-10,2023-10-09,,,,,"HOT LINE",,,,,,,,,,"Mirror painting and shock absorber strut needs changing",
59886,"S 13049","FORD MUSTANG Conv - Silver Blue Black - 2019 - S 13049",1940,Delay,2023-10-04,2023-10-09,2023-10-09,,Waqar,,,"HOT LINE",,,,,,,,,,"accident /// rims repainting",
59887,"V 23733","INFINITI QX80 BLACK HAWK - White - 2019 - V 23733",1773,IN,2023-10-07,2023-10-09,2023-10-09,2023-10-09,PETER,,,"POWER POINT",,,,,,,,,,"oil and filter changed , coolant liquid pipe fixed , ac checked and ac pressure grip replaced ,4 rims painted , 2 L coolant liquid added",
59888,"K 20783","MERCEDES GLE 350 - White - 2022 - K 20783",1837,Delay,2023-10-01,2023-10-11,2023-10-09,,,,,"HOT LINE",,,,,,,,,,"waiting for rims",
59889,"X 76815","MG6 - Red - 2019 - X 76815",1806,Delay,2023-10-01,,2023-10-09,,,,,"HOT LINE",,,,,,,,,,"parts recieved , radiator and consender will recieve tmw // didn't receive the radiater and consender yet , trasmission crack case replaced\\ painting started all parts arrived/// tmw wil start painting 3 days should be ready",
59890,"K 20773","NISSAN PATROL - Brown - 2019 - K 20773",1835,"Follow up",2023-10-01,2023-10-10,2023-10-09,,,,,"POWER POINT",,,,,,,,,,"front left and rear left door wires replacing",
59891,"G 51363","NISSAN PATROL BLACK HAWK - Black - 2019 - G 51363",1762,OUT,,2023-10-10,2023-10-09,,ABDULLAH,,,"HOT LINE",,,,,,,,,,"Right wheel has new scratch and fender also damaged",
59892,"G 51363","NISSAN PATROL BLACK HAWK - Black - 2019 - G 51363",1762,OUT,,2023-10-09,2023-10-09,,FARHAN,,,"TIRE AND MORE",,,,,,,,,,"TPMS light",
59893,"G 51363","NISSAN PATROL BLACK HAWK - Black - 2019 - G 51363",1762,IN,,2023-10-09,2023-10-09,,FARHAN,,,"TIRE AND MORE",,,,,,,,,,"tire fixed",
59894,"F 68475","NISSAN PATROL BLACK HAWK - Silver - 2018 - F 68475",1703,"Follow up",,2023-10-11,2023-10-09,,PETER,,,"FUTURE TYRES",,,,,,,,,,"Stolen car needs to check",
59895,"F 68475","NISSAN PATROL BLACK HAWK - Silver - 2018 - F 68475",1703,IN,,2023-10-09,2023-10-09,,ABDULLAH,,,"FUTURE TYRES",,,,,,,,,,,
59896,"F 68475","NISSAN PATROL BLACK HAWK - Silver - 2018 - F 68475",1703,Change,,2023-10-11,2023-10-09,,ABDULLAH,,,"HOT LINE",,,,,,,,,,,
59897,"R 90432","NISSAN PATROL HAWK - White - 2019 - R 90432",1801,OUT,,2023-10-09,2023-10-09,,FARHAN,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changing",
59898,"R 90432","NISSAN PATROL HAWK - White - 2019 - R 90432",1801,IN,,2023-10-09,2023-10-09,,FARHAN,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changed",
59899,"G 80291","NISSAN PATROL RSS - Silver - 2019 - G 80291",1732,OUT,,2023-10-10,2023-10-09,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"blindspot and front right sensor needs fixing",
59900,"T 89529","CHEVROLET CAMARO - Red Black - 2020 - T 89529",1743,"Follow up",2023-10-04,2023-10-11,2023-10-10,,ABDULLAH,,,"HOT LINE",,,,,,,,,,"front bumper and grill needs to fix and front left door need to check , engine undercover , and fenders cover , and oil changing ,, waiting for the engine shiled",
59901,"X 81827","CHRYSLER 300 - White Black - 2019 - X 81827",1756,OUT,2023-10-10,2023-10-10,2023-10-10,,TAYEEF,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changing",
59902,"X 81827","CHRYSLER 300 - White Black - 2019 - X 81827",1756,IN,2023-10-10,2023-10-10,2023-10-10,,TAYEEF,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changed",
59903,"X 81827","CHRYSLER 300 - White Black - 2019 - X 81827",1756,Change,2023-10-10,2023-10-10,2023-10-10,,TAYEEF,,,"POWER POINT",,,,,,,,,,"airbag light",
59904,"X 81827","CHRYSLER 300 - White Black - 2019 - X 81827",1756,IN,2023-10-10,2023-10-10,2023-10-10,2023-10-10,TAYEEF,,,"POWER POINT",,,,,,,,,,"airbag light fixed",
59905,"Q 44234","DODGE CHARGER - Blue Black - 2018 - Q 44234",1697,OUT,2023-10-10,2023-10-10,2023-10-10,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"front lip is broken",
59906,"Q 44234","DODGE CHARGER - Blue Black - 2018 - Q 44234",1697,IN,2023-10-10,2023-10-10,2023-10-10,2023-10-10,ABDULLAH,,,"POWER POINT",,,,,,,,,,"front lip replaced",
59907,"N 46734","DODGE JOURNEY - Grey - 2022 - N 46734",1804,OUT,2023-10-10,2023-10-10,2023-10-10,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"mirros button not working",
59908,"N 46734","DODGE JOURNEY - Grey - 2022 - N 46734",1804,IN,2023-10-10,2023-10-10,2023-10-10,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"mirros button wire fixed",
59909,"N 46734","DODGE JOURNEY - Grey - 2022 - N 46734",1804,Change,2023-10-10,2023-10-10,2023-10-10,,ABDULLAH,,,"FUTURE TYRES",,,,,,,,,,"tires check and TPMS light",
59910,"N 46734","DODGE JOURNEY - Grey - 2022 - N 46734",1804,IN,2023-10-10,2023-10-10,2023-10-10,2023-10-10,ABDULLAH,,,"FUTURE TYRES",,,,,,,,,,"4 tires replaced",
59911,"S 13049","FORD MUSTANG Conv - Silver Blue Black - 2019 - S 13049",1940,"Follow up",2023-10-04,2023-10-11,2023-10-10,,Waqar,,,"HOT LINE",,,,,,,,,,"accident /// rims repainting",
59912,"V 23733","INFINITI QX80 BLACK HAWK - White - 2019 - V 23733",1773,OUT,2023-10-10,2023-10-11,2023-10-10,,PETER,,,"HOT LINE",,,,,,,,,,"body scratches",
59913,"H 52979","JAGUAR E PACE - Black - 2020 - H 52979",1783,OUT,2023-10-10,2023-10-11,2023-10-10,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"sound from the front left axle",
59914,"T 91463","JAGUAR F PACE - Orange - 2020 - T 91463",1831,OUT,2023-10-10,2023-10-10,2023-10-10,,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"rim scratches",
59915,"V 76188","JAGUAR F PACE - White - 2022 - V 76188",1829,OUT,2023-10-10,2023-10-10,2023-10-10,,,,,"OIL COMPANY",,,,,,,,,,"oil and filter changing",
59916,"V 76188","JAGUAR F PACE - White - 2022 - V 76188",1829,IN,2023-10-10,2023-10-10,2023-10-10,2023-10-10,,,,"OIL COMPANY",,,,,,,,,,"oil and filter changed",
59917,"G 52886","MERCEDES C300 - Black - 2020 - G 52886",1755,"Follow up",2023-10-07,2023-10-11,2023-10-10,,TAYEEF,,,"ALQWH AL ZAADH",,,,,,,,,,"engine check and coolant liquid replacing",
59918,"Q 70589","MINI COOPER - Green - 2018 - Q 70589",1733,IN,2023-10-08,2023-10-10,2023-10-10,2023-10-10,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"4 rims and front right fender cover painted",
59919,"G 51363","NISSAN PATROL BLACK HAWK - Black - 2019 - G 51363",1762,"Follow up",,2023-10-11,2023-10-10,,ABDULLAH,,,"HOT LINE",,,,,,,,,,"Right wheel has new scratch and fender also damaged",
59920,"G 80291","NISSAN PATROL RSS - Silver - 2019 - G 80291",1732,IN,,2023-10-10,2023-10-10,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"blindspot delayed ,  front right sensor fixed",
59921,"G 80291","NISSAN PATROL RSS - Silver - 2019 - G 80291",1732,OUT,,2023-10-10,2023-10-10,,PETER,,,"TIRE AND MORE",,,,,,,,,,"Ac filter changing",
59922,"G 80291","NISSAN PATROL RSS - Silver - 2019 - G 80291",1732,IN,,2023-10-10,2023-10-10,,PETER,,,"TIRE AND MORE",,,,,,,,,,"Ac filter cleaned",
59923,"G 80291","NISSAN PATROL RSS - Silver - 2019 - G 80291",1732,Change,,2023-10-10,2023-10-10,,PETER,,,"POWER POINT",,,,,,,,,,"body covers fixed",
59924,"G 80291","NISSAN PATROL RSS - Silver - 2019 - G 80291",1732,IN,,2023-10-10,2023-10-10,,PETER,,,"POWER POINT",,,,,,,,,,"exterior trunk cover fixed and fuel cover adjusted",
59925,"R 98793","AUDI Q3 - Bright White - 2021 - R 98793",1791,Delay,2023-10-01,2023-10-13,2023-10-11,,,,,"HOT LINE",,,,,,,,,,"fornt left and rear left full doors received and today they'll start reparing the car/// doors installed , and the other parts will recieved at night // the light didn't receive yet",
59926,"Y 25882","CHEVROLET CAMARO - Black - 2022 - Y 25882",1789,OUT,2023-10-11,2023-10-11,2023-10-11,,TAYEEF,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changing",
59927,"Y 25882","CHEVROLET CAMARO - Black - 2022 - Y 25882",1789,IN,2023-10-11,2023-10-11,2023-10-11,2023-10-11,TAYEEF,,,"TIRE AND MORE",,,,,,,,,,"oil and filter changed",
59928,"Q 44234","DODGE CHARGER - Blue Black - 2018 - Q 44234",1697,OUT,2023-10-11,2023-10-12,2023-10-11,,TAYEEF,,,"POWER POINT",,,,,,,,,,"front speaker is not working",
59929,"X 94823","DODGE CHARGER DAYTONA - Orange Black - 2020 - X 94823",1748,OUT,2023-10-11,2023-10-11,2023-10-11,,IMRAN,,,"7 CYLINDER",,,,,,,,,,"2 rims scratches",
59930,"Z 96890","FORD ESCAPE - Grey - 2021 - Z 96890",1816,IN,2023-10-07,2023-10-11,2023-10-11,2023-10-11,ABDULLAH,,,"POWER POINT",,,,,,,,,,"ac compressor replaced , AC gas and AC oil added",
59931,"K 20797","FORD MUSTANG - Red Black - 2021 - K 20797",1812,Delay,2023-10-01,2023-10-12,2023-10-11,,,,,"HOT LINE",,,,,,,,,,"Mirror painting and shock absorber strut needs changing/// in washing",
59932,"S 13049","FORD MUSTANG Conv - Silver Blue Black - 2019 - S 13049",1940,IN,2023-10-04,2023-10-11,2023-10-11,2023-10-11,Waqar,,,"HOT LINE",,,,,,,,,,"right side dented and painted , right rims painted",
59933,"W 64589","HYUNDAI SANTA FE - White - 2019 - W 64589",1710,OUT,2023-10-11,2023-10-13,2023-10-11,,ABDULLAH,,,"POWER POINT",,,,,,,,,,"Ac not working if the car is not moving",
59934,"T 91463","JAGUAR F PACE - Orange - 2020 - T 91463",1831,IN,2023-10-10,2023-10-11,2023-10-11,2023-10-11,ABDULLAH,,,"7 CYLINDER",,,,,,,,,,"rims painted",
59935,"Y 60385","JEEP GRAND CHEROKEE SRT - Blue - 2020 - Y 60385",1826,OUT,2023-10-11,2023-10-13,2023-10-11,,TAYEEF,,,"ALQWH AL ZAADH",,,,,,,,,,"engine and gearbox need to check",
59936,"K 19936","MERCEDES GLC 300 - Grey - 2021 - K 19936",1839,OUT,2023-10-10,2023-10-12,2023-10-11,,,,,"HOT LINE",,,,,,,,,,"Part needed : 
Seat belts rear L&R,Roof Air bag (L),Steering Airbag,Lower Airbag (Driver),Bonnet,Bonnet jumping L&R,Headlight (L),Radiator support,Front fender (L),Front bumper,Fender shield (L),Bonnet spring 1pc,Bonnet hinges (L),Upper cover front bumper ,Headlight bracket (L),Front fender moulding (L),Bonnet adjuster 1pc,Radar,Sensor w/ socket,Horn 1pc,Camera Wiring,Engine shield,Battery,Wiper tank motor,Rim and tire 1pc,Bonnet lock L&R,Lower Arm (L),Upper Arm (L),Front reinforcement,Front jumping (L),Link Rod (L),Rack end (L),Tie Rod End (L),Knuckle (L),ABS sensor,Front logo,Front Grille,Radiator,Condenser,Water cooler,Fan shroud,Fan",
59937,"K 20773","NISSAN PATROL - Brown - 2019 - K 20773",1835,"Follow up",2023-10-01,2023-10-13,2023-10-11,,,,,"POWER POINT",,,,,,,,,,"wires were deffrent replacing them",
59938,"Z 19115","NISSAN PATROL NISMO - Dark Blue - 2019 - Z 19115",1807,OUT,2023-10-11,2023-10-11,2023-10-11,,ABDULLAH,,,"HOT LINE",,,,,,,,,,"oil and filter changing",
59939,"Z 19115","NISSAN PATROL NISMO - Dark Blue - 2019 - Z 19115",1807,IN,2023-10-11,2023-10-11,2023-10-11,2023-10-11,ABDULLAH,,,"HOT LINE",,,,,,,,,,"oil and filter changed",
